depth	signal
3.270000E+01	3.672800E+01
3.290000E+01	3.709300E+01
3.310000E+01	3.745000E+01
3.330000E+01	3.784400E+01
3.350000E+01	3.824100E+01
3.370000E+01	3.857300E+01
3.390000E+01	3.906400E+01
3.410000E+01	3.949800E+01
3.430000E+01	4.000500E+01
3.450000E+01	4.050900E+01
3.480000E+01	4.101100E+01
3.490000E+01	4.145900E+01
3.510000E+01	4.200600E+01
3.530000E+01	4.263600E+01
3.550000E+01	4.323100E+01
3.570000E+01	4.384200E+01
3.590000E+01	4.457200E+01
3.610000E+01	4.523900E+01
3.630000E+01	4.595300E+01
3.650000E+01	4.677900E+01
3.670000E+01	4.760700E+01
3.690000E+01	4.851100E+01
3.720000E+01	4.952500E+01
3.730000E+01	5.043900E+01
3.760000E+01	5.162400E+01
3.780000E+01	5.279100E+01
3.800000E+01	5.410500E+01
3.810000E+01	5.541300E+01
3.840000E+01	5.694200E+01
3.860000E+01	5.869500E+01
3.870000E+01	6.037900E+01
3.900000E+01	6.258100E+01
3.910000E+01	6.474500E+01
3.940000E+01	6.778800E+01
3.960000E+01	7.082900E+01
3.980000E+01	7.462600E+01
4.000000E+01	7.907700E+01
4.020000E+01	8.457200E+01
4.040000E+01	8.994800E+01
4.060000E+01	9.580700E+01
4.080000E+01	9.973800E+01
4.100000E+01	1.011080E+02
4.110000E+01	9.935700E+01
4.140000E+01	9.230200E+01
4.160000E+01	8.326800E+01
4.180000E+01	6.800800E+01
4.200000E+01	5.520400E+01
4.220000E+01	3.974000E+01
4.240000E+01	2.835100E+01
4.260000E+01	1.728800E+01
4.280000E+01	1.050100E+01
4.300000E+01	5.266000E+00
4.320000E+01	2.695000E+00
4.340000E+01	1.067000E+00
4.360000E+01	4.290000E-01
4.380000E+01	1.420000E-01
4.400000E+01	4.300000E-02
4.420000E+01	1.600000E-02
4.440000E+01	1.100000E-02
4.460000E+01	5.000000E-03
4.480000E+01	1.100000E-02
4.500000E+01	8.000000E-03
4.520000E+01	8.000000E-03
4.540000E+01	8.000000E-03
4.560000E+01	8.000000E-03
4.580000E+01	8.000000E-03
4.600000E+01	8.000000E-03
4.620000E+01	8.000000E-03
4.640000E+01	8.000000E-03
4.650000E+01	8.000000E-03
4.670000E+01	8.000000E-03
4.690000E+01	8.000000E-03
4.710000E+01	8.000000E-03
4.730000E+01	8.000000E-03
4.750000E+01	8.000000E-03
4.770000E+01	5.000000E-03
4.790000E+01	5.000000E-03
4.810000E+01	8.000000E-03
4.830000E+01	8.000000E-03
4.850000E+01	8.000000E-03
4.870000E+01	8.000000E-03
4.890000E+01	8.000000E-03
4.910000E+01	5.000000E-03
4.930000E+01	8.000000E-03
4.950000E+01	8.000000E-03
4.970000E+01	8.000000E-03
4.990000E+01	5.000000E-03
5.010000E+01	8.000000E-03
5.030000E+01	8.000000E-03
5.050000E+01	5.000000E-03
5.070000E+01	8.000000E-03
5.090000E+01	8.000000E-03
5.110000E+01	8.000000E-03
5.130000E+01	8.000000E-03
5.150000E+01	8.000000E-03
5.170000E+01	8.000000E-03
5.190000E+01	5.000000E-03
5.210000E+01	8.000000E-03
5.230000E+01	5.000000E-03
5.250000E+01	5.000000E-03
5.270000E+01	5.000000E-03
5.290000E+01	8.000000E-03
5.310000E+01	8.000000E-03
5.330000E+01	5.000000E-03
5.350000E+01	5.000000E-03
5.370000E+01	8.000000E-03
5.390000E+01	5.000000E-03
5.410000E+01	5.000000E-03
5.430000E+01	5.000000E-03
5.450000E+01	5.000000E-03
5.470000E+01	5.000000E-03
5.490000E+01	3.000000E-03
5.500000E+01	3.000000E-03
